global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
557.5895236898094	n/a	310906.0769286285	n/a	696.1545861587223	n/a	n/a	484631.2078298219	539.5834477433881	n/a	291150.29707864166	n/a	564.8808545697913	482.4169962504354	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.090542745181736	n/a	0.0081979887050447	n/a	-0.1039732520319489	n/a	0.0108104371380991	n/a	-0.1831647793223396	n/a	n/a	0.0335493363842013	0.0001530519173669	n/a	2.3424889409684383e-08	n/a	0.0008400815125786	n/a	7.057369477763485e-07	n/a	0.0010669349634042	n/a	n/a	1.1383502161343217e-06	0.0	0.0	0.0	0.0	0.0	0.0
551.7859442074973	-5.803579482312102	304467.72822495934	33.68153480751401	672.3271383956487	-23.827447763073565	567.7472669019994	452023.7810232818	537.5672916004959	-2.016156142892214	288978.5929986926	4.06488559252201	557.9390919697643	462.6171268984749	1.675367	42.256935	0.1154359591396578	0.0618301481954344	-0.1447226978	-0.0520824992	-0.1448261503	0.0336611001	0.183491835	-0.0117220525	0.1282668624	-0.0589840093	0.0208701519	-0.2052671912	0.2814418267	-0.2653988979	-0.1545587893	-0.1279784362	-0.0250304552	0.0294986668	-0.089986501	0.0891032707	-0.1274168025	0.0594795941	-0.027862186	0.04891802	-0.0535206607	0.0784288562	-0.0063454215	0.1482939882	-0.0345583442	0.0816410142	-0.0295402736	0.212226157	-0.1180358097	0.0786570663	-0.0369772321	0.0457626859	-0.0408941038	0.0012707989	-0.0195542161	0.0133591371	-0.0191049795	0.0288814057	-0.0572725837	0.1010558137	-0.0735662132	-0.0228665638	-0.1327469772	0.0416914322	0.0394610399	-0.1732222419	-0.0340158354	0.0133110771	-0.1162137572	0.0635530789	-0.0922739691	-0.1486328736	0.1035283372	-0.1121473474	0.1009195632	-0.1430378916	0.0587289875	-0.0346553596	0.0397498413	-0.2161023148	0.0510380574	-0.1289812723	0.0344445424	-0.1470600087	0.1096097656	-0.0525770004	0.0766325541	-0.0321175822	0.0474286748	-0.0705091803	0.0954349466	-0.0323481141	0.1253190274	-0.0962786715	-0.1069483102	-0.1184022735	0.0518196748	-0.0282765979	0.0757515686	-0.0697122705	0.0941006379	0.2725254193	-0.0199148588	0.0298314099	-0.0088386482	0.0163604911	-0.1952180118	0.1113990762	-0.0602704833	0.0481584194	-0.0026497925	0.0809144451	0.1255842689	-0.1099599479	0.0202289258	0.024425642	-0.0374596393	-0.0705239729	0.1158504512	0.1158311377	0.115798951	0.0	0.089219915249302	-0.0013228299324339	0.0079601932770926	1.7498790301433111e-06	-0.1297169258948258	-0.0257436738628769	0.0168264808636037	0.0006627367439581	-0.1308934634148926	0.0522713159074469	0.0027322904666961	0.0171330987647458	0.000747616306987	0.0005945643896201	5.589301424728803e-07	3.5350681340432215e-07	0.0007388904377632	-0.0001011910748154	5.459590790178933e-07	1.0239633622295884e-08	0.0010407276391017	-2.62073243025001e-05	6.868238470964122e-10	1.0831140187901982e-06	1.0	0.0	0.0	0.0	0.0	0.0
550.5444009019567	-1.241543305540631	303099.13736449444	1.5414297795327567	666.419952407656	-5.9071859879927615	34.89484629673802	444115.5529670224	537.4772213722896	-0.0900702282062866	288881.7634940772	0.0081126460091325	557.5219996587401	466.84964664842585	1.302196	32.844627	0.1234119360827604	0.0815635444187982	0.0690832847	-0.020921347	-0.2000732477	0.0478928955	-0.036408853	0.067888103	0.1330949964	0.0626048301	0.0786005018	-0.0105119407	-0.0114935893	-0.1426036099	0.0728930272	0.0465740477	-0.0047613817	0.0868837137	0.0630795487	0.0421525585	-0.1353925688	0.0292169648	0.0614378342	0.1143681634	-0.0570345224	0.0299761435	-0.1684803918	-0.0433687239	-0.008521479	0.0109591239	0.0253800612	0.0553870526	0.0981760969	0.0205221792	-0.1377578286	-0.019675788	-0.0410601792	0.0957820975	0.024620781	0.1058402425	-0.0074587431	-0.049836195	-0.0210199465	0.1081556447	-0.083648309	0.0348284426	-0.0901389089	-0.0326456472	-0.0540394905	0.0452793874	-0.0235325935	-0.0891308971	-0.1328704844	0.0069280038	0.068906896	-0.019170501	-0.0721499381	-0.1214427118	-0.0299659585	0.0665915794	-0.08041243	0.1345904095	-0.0172706278	-0.0465417145	0.1403010202	-0.0466368411	-0.0626685447	-0.0127087887	0.070808019	-0.1063726335	0.0376045911	0.0793772712	0.045457928	-0.1960948877	0.1131960846	-0.0599075271	-0.1201875902	-0.05314071	0.0616952601	-0.1522380109	-0.0043124761	-0.0724236956	0.0537993408	0.003661816	-0.079623175	-0.0477023392	0.1022695336	0.0446976968	-0.0518152722	-0.1272693018	-0.1625223269	0.1769062862	0.0169756503	0.1291317665	-0.052339817	-0.0008233877	0.0495479576	-0.1846241384	-0.0339346734	-0.0562394281	-0.0633759118	0.0051739973	0.115798951	0.1156251942	0.1153357926	0.0	0.1005212099744881	0.011301294725186	0.0101045136547351	0.0001277192624655	-0.1459083627439241	-0.0161914368490982	0.0212892503186125	0.0002621626272383	-0.1668847034644187	-0.035991240049526	0.0012953693603026	0.0278505042504069	0.0018485643556218	0.0011009480486348	3.4171901768754408e-06	1.212086605792774e-06	0.0008169815146064	7.809107684319996e-05	6.674587952085674e-07	6.0982162825305614e-09	0.0010602478028027	1.9520163701000105e-05	3.810367909138421e-10	1.124125403347953e-06	0.0	0.0	0.0	0.0	0.0	0.0
549.2151195668158	-1.3292813351408768	301637.2475607918	1.766988867953912	667.2667491746986	0.8467967670426333	0.7170647646738557	445244.9145541701	537.850868276948	0.3736469046583579	289283.5565062668	0.139612009360772	558.0817464018073	462.9794475423445	1.003867	25.320024	0.3002273835375938	0.1686385952352117	0.0484659883	0.1449500656	-0.1311279067	-0.0214661968	-0.0778718109	0.1178715188	-0.0160810614	0.0752139357	-0.0711077427	-0.0309091857	0.0712431276	-0.0022861176	-0.0217763985	0.0346052472	0.1332370489	-0.0183655068	0.0581693778	0.0407277183	-0.049459408	0.0248865388	0.1961456647	-0.0570481151	-0.1080163565	-0.1044538707	-0.0146142922	-0.0757222897	0.0348424166	-0.0078128829	0.0540346646	0.0449495117	0.0112150994	-0.0306521191	-0.0008233605	0.0199574284	-0.0953062224	0.0783494275	-0.067248298	0.0307805387	-0.0860798585	0.0103900202	0.1772375731	-0.060477947	-0.1811778194	0.008956193	0.0956689428	0.0265479062	-0.0574619741	0.0712569158	0.1387785384	-0.0389587585	-0.0425448275	-0.0382511829	-0.0228917367	0.0733295709	0.0183011451	-0.0393652538	0.1341494508	0.0185571669	0.0455408059	0.0737210013	-0.1078653161	0.0226235904	0.0128980514	-0.0072981827	-0.1357844573	0.0392695428	0.1409884913	-0.1133896713	0.0450211664	0.0645094892	0.0230756052	-0.085501468	-0.0851934835	-0.065229179	0.0200275652	-0.0534657794	0.0135113045	-0.0414483636	-0.1461141733	-0.0572893737	0.0770476501	-0.0134976255	-0.02640889	-0.0116748632	0.0955310662	0.1241790532	0.0326745426	-0.2067858347	0.0902285919	0.0434741834	0.0679087092	0.0350838665	-0.1498634396	0.2107816772	-0.0062561463	-0.0048398259	-0.0970936365	0.0193864378	0.0793068559	0.0006643365	0.1156959735	0.1152136733	0.1144113283	0.0	0.0741267725745729	-0.0263944373999152	0.0054947784123224	0.000696666325658	-0.0324093958859776	0.1134989668579465	0.001050368941694	0.0128820154778212	-0.0698167504681066	0.097067952996312	0.0094221874988942	0.0048743786459258	0.0011123213332508	-0.0007362430223709	1.2372587484048376e-06	5.420537879899847e-07	0.0013180784461066	0.0005010969315002	1.7373307900907894e-06	2.5109813475891624e-07	0.0010322672310055	-2.7980571797200012e-05	7.829123980982648e-10	1.0655756362077623e-06	0.0	0.0	0.0	0.0	0.0	0.0
548.0816804518463	-1.133439114969519	300393.5284469197	1.2846842273428871	665.5095176395221	-1.7572315351765155	3.087862668218813	442902.91806878935	536.6770148453203	-1.1738534316276628	288022.2182632841	1.37793187894404	556.3514916595983	455.3815368011324	1.128949	28.474909	0.2887190907587806	0.1973437571524005	-0.0116018312	-0.0814360453	-0.0264841834	0.0843497128	0.0456613707	0.0232216602	-0.105298379	0.1017108777	0.0806674959	-0.0723772598	-0.0097059811	-0.1857488686	0.0667535686	-0.0105486821	-0.1351619186	-0.0044150796	0.1622141896	-0.0832841551	-0.0627096379	0.1999466287	-0.0494900985	0.0277793376	0.0321693467	0.0092110579	0.0389316464	0.046372885	0.0755815186	0.0078783466	-0.0411310652	0.0054455577	-0.0239433033	0.0669008962	-0.0557721843	0.1433512588	-0.0468132206	0.0756191064	-0.1098602878	-0.0196010228	0.0286419074	0.1614792464	0.1268295558	-0.0639451448	-0.0365472434	0.0295253294	-0.0250329898	-0.0553368273	-0.0584605583	-0.026539228	-0.0440779815	-0.0931230314	0.0969792009	-0.1407817328	0.0624223641	-0.191679614	-0.0205579506	-0.1161099278	0.1150828611	0.0176461031	-0.0046016634	-0.0653426043	0.012643345	0.0147009748	0.0693847078	-0.015262701	-0.0969838278	0.0526667071	0.0557638102	0.1510158441	-0.0341231773	-0.0929136048	0.0328883938	-0.0019585031	-0.0408558344	-0.2987634417	-0.1317623655	-0.0299189525	0.0190726053	-0.1009071566	0.0521556476	-0.1301216758	0.0795572693	0.0120115289	-0.1097227112	0.057424377	0.0494669356	0.0169092048	-0.1684294782	-0.0029425769	-0.0918069365	0.0165557918	0.1104301366	-0.0528648772	0.0262061552	0.0827413129	-0.0895959948	-0.0922067632	-0.0249410926	-0.0023881134	0.0544027396	0.1126258016	0.1155415645	0.1145973067	0.1130292557	0.0	0.0818296147611477	0.0077028421865747	0.0066960858519578	5.933377775127642e-05	-0.2025783837670474	-0.1701689878810698	0.0410380015696691	0.0289574844364676	-0.1267569192811777	-0.056940168813071	0.003242182824461	0.0160673165856549	0.0020118900879047	0.0008995687546539	4.047701725809182e-06	8.092239443495685e-07	0.0011660663578136	-0.000152012088293	1.3597107508246748e-06	2.3107674987198847e-08	0.0010588282256199	2.656099461440008e-05	7.0548643490619e-10	1.121117211369386e-06	0.0	0.0	0.0	0.0	0.0	0.0
546.4987077554104	-1.5829726964359452	298660.8375783334	2.505802557661687	661.2286651370082	-4.280852502513881	18.325698148279358	437223.3475988697	536.2931244081664	-0.3838904371539229	287610.31528747303	0.14737186773823	555.0602732793456	456.2164313427895	1.156245	29.163399	0.3200556721807924	0.2298088689967561	0.1158399256	0.03640098	-0.0393816658	0.081662539	-0.1203475167	-0.0824401335	0.0561587891	0.1219393672	-0.1563136838	0.0703994835	0.0152471802	0.0316179082	0.0187048932	0.1144959487	0.052644304	0.0883664408	-0.0426997327	-0.0598477443	-0.0482862514	0.0511053806	-0.0592563227	-0.1259662929	-0.0147433612	-0.0462826815	-0.1099776286	-0.0415662262	0.0468736891	0.0074347739	0.0323892377	-0.0957465951	0.0508789888	-0.040103865	0.0237676781	-0.0068305131	0.1180727293	-0.0006386594	-0.0352473034	-0.1033758204	-0.0553680862	0.1961707418	0.0015083372	0.0682058238	0.1346955976	0.0251644412	-0.0673388434	-0.0232822119	0.0747226869	0.118927141	-0.0265825444	0.1274896003	-0.091373412	-0.1050836816	-0.0354677408	-0.0488966528	0.0707261312	0.0586516942	0.0080751715	0.0389780515	-0.0736152733	0.0376483412	-0.1640887218	-0.0067782851	0.016024692	0.1598305485	-0.007752844	0.1404620618	-0.0400835684	0.0551749603	0.0058941201	-0.1322591251	-0.0376457575	-0.0857925746	-0.0093948235	0.0024694269	-0.1107085032	0.17664698	0.0968359916	-0.046313982	-0.1269486807	-0.0753815559	0.0560663474	-0.0327712715	0.0097089438	-0.1848659681	0.0496692728	0.0039097017	-0.0039135161	-0.1757510396	0.0042679052	0.1927731109	0.1188426826	0.0530110227	-0.0390672112	0.0340455995	-0.0732280637	-0.0536449473	-0.0022516923	0.0171153683	0.0214453875	-0.0723082757	0.1153357926	0.1137771902	0.1111951025	0.0	0.0741537889974353	-0.0076758257637123	0.0054987844226761	5.8918301154870986e-05	-0.0013497822163515	0.2012286015506958	1.8219120315787677e-06	0.0404929500820487	-0.0875113490383086	0.039245570242869	0.0015402147836879	0.0076582362105046	0.0007367954600007	-0.001275094627904	5.428675498776432e-07	1.6258663101096403e-06	0.0013178954688795	0.0001518291110659	1.7368484668931171e-06	2.30520789670614e-08	0.0010700179791203	1.118975350039987e-05	1.252105833997111e-10	1.1449384756406906e-06	0.0	0.0	0.0	0.0	0.0	0.0
547.8842692340252	1.385561478614818	300177.17247410177	1.919780611021281	663.8645571833072	2.635892046298977	6.94792687974221	440716.1502841885	536.7220907044642	0.4289662962978582	288070.60265017115	0.1840120833595019	555.9503620589752	451.676803808825	1.506861	38.00679	0.1353329528363793	0.0938339042469721	-0.1429315263	0.0786615869	-0.0750651436	-0.0275172724	0.1396090539	0.0685854807	0.0570899897	-0.0447759075	-0.186005567	-0.0436977002	-0.1069560741	-0.0133513956	0.0148984269	-0.1647751173	0.1025834275	0.1309140073	-0.0243762242	-0.0647031228	-0.0307058308	0.024420656	0.1030913335	0.0386033804	-0.1048265213	0.1431431886	-0.0075725706	0.0481216588	-0.1334875954	0.0092843784	0.0519340864	0.2289164667	-0.0536358508	-0.0989239393	0.0627290068	-0.0380548275	-0.0135629268	-0.0267456453	-0.0273281866	-0.1449701487	-0.095192376	-0.023675999	-0.09207057	0.0401852231	-0.0739567091	-0.0844912605	-0.0110627237	0.0716107854	0.0164864344	-0.1485857299	0.1243324748	0.0551110719	-0.1348603323	0.0040202626	0.0335040157	-0.0779148458	-0.0161585168	0.0413638935	-0.0679113927	0.0739527758	0.0778309877	-0.0624534195	0.115248593	-0.2688445847	0.0296874573	0.0182697979	0.0069643644	-0.0226703246	0.0533864235	-0.0762229823	0.1554518986	0.068279301	0.0308076664	-0.0822672989	-0.0454098597	0.085670755	0.0733638874	-0.0320884253	-0.1514165308	-0.0860107489	-0.0515685526	-0.1206993969	0.0904209768	-0.0728569922	0.1384736723	0.2925698995	-0.0382399912	0.0005959423	0.0792006392	-0.1034445301	-0.0181525253	0.1086522543	0.0152214243	0.0440461896	-0.051821425	-0.0368536857	0.1097461568	0.0057589869	0.0146721596	0.1318966363	-0.1307598836	-0.0068138149	0.1150787493	0.1127547821	0.1089162049	0.0	0.0857600532161626	0.0116062642187273	0.007354786727639	0.0001347053691149	-0.089978409589591	-0.0886286273732395	0.0080961141922722	0.0078550335900645	-0.0883297945384811	-0.0008184455001725	6.698530367526163e-07	0.0078021526032102	0.0009429794462022	0.0002061839862015	8.892102359598078e-07	4.251183616594034e-08	0.0009115393190064	-0.0004063561498731	8.309039300946515e-07	1.651253205396893e-07	0.0011430701579305	7.305217881020004e-05	5.336620828917439e-09	1.3066093859512582e-06	0.0	1.0	0.0	0.0	0.0	0.0
548.0665774277462	0.1823081937210418	300376.97329336376	0.0332362774978289	665.0082415403584	1.1436843570512565	1.308013908563746	442235.9613165997	536.7732061145375	0.0511154100732937	288125.4748024798	0.0026127851469609	556.3926870419743	454.18077106255873	1.282983	32.360039	0.2412813811097786	0.1617009190058805	0.0355861531	-0.0511348377	-0.1525996105	-0.0497701884	-0.031903124	0.1144022842	0.0828314129	0.076753923	0.0049796185	0.121955562	-0.0217429457	-0.0520108609	0.1105426503	-0.0239951691	-0.0709830399	0.0839569264	0.1555893557	-0.0545087272	0.0228335956	-0.2016226565	0.0103817961	0.0078317323	-0.0804975289	0.0824385292	-0.078612447	-0.0030179252	-0.0047202236	0.0843623763	0.039315568	0.01432029	0.0900128366	0.1513124599	0.0476943875	-0.0109803958	-0.0429099953	0.1561155353	0.0676680661	-0.1022721989	0.0293363048	-0.1172255727	-0.0494479229	0.0167195818	-0.0927260532	0.0392987115	-0.1899165503	-0.0221520437	-0.0114480165	0.0080672839	-0.0004584822	-0.1336184853	-0.0956067763	-0.0041041137	0.1230368628	-0.0416526303	0.0590079919	0.0416836188	-0.0333218286	0.1037253263	-0.0800944843	0.1622840048	0.0804595964	0.0134454786	0.2593847302	-0.0155704567	0.0926707487	-0.0180139122	0.0007623829	-0.0043531212	-0.0317760928	-0.0117147096	0.0133907315	0.0059734252	-0.1578754953	0.0270831184	-0.0883206222	-0.0594602075	0.0430270544	-0.125150717	0.0402400756	-0.1212954497	0.0682168883	0.011114005	-0.1594968979	0.0151065064	0.1095418346	-0.0004640681	0.0137157013	0.1075126815	-0.1251818864	0.0109161286	0.0450830738	0.0251428258	-0.1188500291	-0.1155179733	-0.0796542582	-0.0152718794	-0.0319268882	-0.0219746182	0.0230465684	0.0642178699	0.1147705489	0.1115319001	0.1062016776	0.0	0.1021998381615958	0.0164397849454331	0.0104448069202563	0.000270266529052	-0.2273811068271385	-0.1374026972375475	0.0517021677419345	0.0188795012081531	-0.0958496049936741	-0.007519810455193	5.65475492820301e-05	0.0091871467774433	0.0020732117172074	0.0011302322710052	4.298206824366056e-06	1.2774249864215715e-06	0.0005730520139204	-0.000338487305086	3.283886106582263e-07	1.1457365570438285e-07	0.0010134079645896	-0.0001296621933408	1.6812284381972915e-08	1.026995702693636e-06	0.0	0.0	0.0	0.0	0.0	0.0
547.9682560285488	-0.0983213991974025	300269.2096149692	0.0096670975401349	664.6085309643048	-0.3997105760536215	0.1597685446091179	441704.4994305313	537.3414182866661	0.5682121721285966	288735.7998063259	0.3228650725550979	556.7172238394937	456.5194907871856	0.8477759999999999	21.383036	0.2530480778437805	0.190003301307967	0.0760193582	0.0055833468	-0.1201689627	-0.0471617676	-0.072982993	0.0957727922	0.0308774703	0.1111229483	0.035123042	0.0394357506	0.1314754496	0.0187424239	0.0713235332	0.1143144573	-0.0232902314	0.0210228758	0.0217932743	0.07703198	-0.0201874056	0.1484221216	0.0498079203	-0.0538278401	-0.1128908741	-0.1373395442	-0.0070330866	-0.0344179715	-0.0337774183	-0.0470895642	0.0062482239	-0.0029512936	-0.0364169867	0.0007812865	0.0076263784	-0.039475143	0.0539754199	-0.0599424976	-0.1092759798	0.1088665688	-0.0769180741	0.0142749234	0.0291550734	0.0457225902	-0.1482421135	0.0635900498	-0.0080230993	-0.1370037206	-0.0550293051	0.0775976829	-0.0133246251	-0.1166229007	-0.0603840886	-0.0714618314	-0.0717560446	0.0200822475	0.0423345741	0.0330849345	0.1886254175	-0.0853892056	-0.0112370604	0.0085259055	-0.0956591736	-0.0063972409	0.0490417507	0.097002605	-0.0728944841	-0.0869545435	-0.0041745961	0.0696914286	0.0539283008	-0.026011203	-0.024448206	-0.0821183827	0.0133432374	-0.0799519943	-0.0351482653	0.067082047	0.0678072513	-0.0721811391	-0.0510801568	-0.0936601944	0.0503720075	-0.0145091915	-0.0365664252	-0.0985610018	0.1530148954	0.0562561821	0.0066463972	-0.0712972759	-0.0199183932	-0.0540216997	-0.0020477418	-0.1001136477	6.55272e-05	0.0749419144	-0.0891084617	0.006742207	-0.0483277775	0.0183703539	0.0922831731	0.0624346074	0.1144113283	0.1101107184	0.103062378	0.0	0.0970685527323951	-0.0051312854292006	0.0094223039295617	2.633009015592729e-05	-0.0605179534832558	0.1668631533438827	0.0036624226938015	0.0278433119438641	-0.083820017012087	0.0120295879815871	0.0001447109870067	0.0070257952519065	0.0008777357856503	-0.0011954759315571	7.704201094111493e-07	1.429162702932316e-06	0.0006118811238859	3.882910996550002e-05	3.743985097678721e-07	1.5076997807128931e-09	0.00086723198433	-0.0001461759802596	2.136741720485499e-08	7.520913146449493e-07	0.0	0.0	0.0	0.0	0.0	0.0
547.7283713946548	-0.2398846338940075	300006.3688306409	0.057544637578462	665.735518127562	1.1269871632572404	1.2701000661466018	443203.7800965735	536.8235578740685	-0.5178604125976562	288179.53228857333	0.2681794069358147	556.6518236021116	456.3450891629868	1.108051	27.947805	0.1018769052605045	0.0545045210984335	-0.044049824	0.1447044863	-0.0139648703	0.0677034825	0.0248009166	0.0731733233	-0.0691232322	0.0713624761	-0.0484949062	-0.1271388941	-0.090884696	-0.0051257707	-0.0005071256	-0.0670833906	0.0914213196	0.062161926	0.139874331	-0.0977957364	0.0409621578	0.0569250195	0.0610354956	-0.0312774295	-0.0155984653	0.1272088281	0.0150741908	0.0710767767	-0.0613784399	0.0362047679	0.1187228353	-0.0288324139	0.0587037183	-0.0756929141	-0.0764327789	-0.0194689085	-0.0140597531	0.1108451833	-0.1150173729	-0.073487156	-0.0413165084	-0.0398273224	0.0752284309	0.0258730477	-0.0605888934	-0.0114930907	0.0835016275	0.0159173855	-0.0832195603	-0.0317227067	0.144144933	-0.008172429	0.0420746468	-0.1784831727	0.0447079588	-0.0849910802	-0.1209417671	-0.0399520041	0.0008330826	0.0721621451	0.0248840816	-0.0056782896	-0.0450575827	-0.1284060716	0.1093310913	0.0239102968	-0.0931102334	0.0984630815	0.0098740682	-0.1663666353	-0.060411929	-0.0697508373	0.0123403658	0.0695166586	-0.1342205053	-0.1304093042	0.0734526882	0.0683907881	-0.0835639762	-0.0652349646	-0.1121996248	-0.0626621378	0.0703236548	-0.0024660989	0.0465936942	0.1365669425	-0.033430922	0.0113707083	0.0118125384	-0.108444717	0.1566305979	0.024774972	0.234703617	-0.0021179919	-0.0440041135	-0.0399403234	-0.0360603078	0.1245296722	-0.0192570705	0.0698532637	-0.0865130536	0.0234540859	0.1140012473	0.1084937639	0.0995108621	0.0	0.0698887648609201	-0.027179787871475	0.0048844394537849	0.0007387408687383	-0.0848758509269771	-0.0243578974437212	0.0072039100705784	0.0005933071678788	-0.0852447603924702	-0.0014247433803832	2.029893699945757e-06	0.0072666691743696	0.001395816991836	0.0005180812061857	1.9483050746981004e-06	2.684081362028299e-07	0.0007168573752234	0.0001049762513374	5.138844964121825e-07	1.1020013344873964e-08	0.0005119999105547	-0.0003552320737753	1.261898262387002e-07	2.621439084080208e-07	0.0	0.0	0.0	0.0	0.0	0.0
